# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../../genome/NC_000021.gtf" "-o" "../counts/final_counts.txt" "-g" "gene_name" "-T" "2" "SRR849504_21.bam" "SRR849505_21.bam" "SRR849506_21.bam" "SRR849507_21.bam" "SRR849508_21.bam" "SRR849509_21.bam" "SRR849510_21.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR849504_21.bam	SRR849505_21.bam	SRR849506_21.bam	SRR849507_21.bam	SRR849508_21.bam	SRR849509_21.bam	SRR849510_21.bam
GET1-SH3BGR	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	39380326;39380326;39380326;39390698;39390698;39390698;39391769;39391769;39391769;39393166;39405914;39406562;39410844;39425760;39462375;39462375;39462375;39475135;39475135;39475135;39499823;39499823;39499823;39508998;39508998;39511680;39511680;39515088;39515088;39515088	39380486;39380486;39380486;39390863;39390863;39390863;39391836;39391836;39391836;39393280;39406058;39406731;39410937;39426034;39462560;39462560;39462560;39475215;39475215;39475215;39499915;39499915;39499915;39509027;39509027;39511809;39511809;39515504;39515504;39515504	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2131	0	0	0	0	0	0	0
LCA5L	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	39405728;39405728;39405728;39405728;39405728;39405728;39405728;39405728;39405728;39405728;39405728;39405728;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39405844;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39409979;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39410264;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39411718;39413524;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39420706;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39421558;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39422976;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39427759;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39428172;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39438684;39439634;39439634;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444644;39444644;39444644;39444644;39445450;39445450;39445450;39445450;39445450;39445450;39445450;39445450;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725	39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39406612;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410096;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39410367;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39411802;39414046;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39420843;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39427905;39428503;39428503;39428524;39428503;39428503;39428503;39428503;39428524;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39429211;39429211;39429211;39429394;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39429394;39429211;39429394;39429211;39429211;39429211;39429211;39429211;39429394;39429211;39429211;39429211;39429394;39429394;39429211;39429211;39429394;39429211;39429211;39429211;39429211;39429211;39429211;39429394;39429211;39429211;39429211;39429208;39435573;39435542;39435573;39435573;39435573;39435573;39435573;39435573;39435573;39435573;39435573;39435573;39435542;39435573;39435573;39435542;39435573;39435542;39435542;39435542;39435573;39435542;39435573;39435461;39435573;39435573;39435573;39435573;39435573;39435573;39435542;39435573;39435573;39438718;39439773;39439773;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444745;39444745;39444745;39445390;39445778;39445778;39445742;39445676;39445539;39445528;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445793;39445793;39445793;39445793;39445793;39445793;39445779;39445750;39445748;39445747;39445743;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778;39445778	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6037	21	26	23	29	31	34	15
SH3BGR	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	39445865;39445871;39445875;39451970;39451970;39462375;39462375;39462375;39462375;39462380;39475135;39475135;39475135;39475135;39475135;39499823;39499823;39499823;39508998;39508998;39508998;39508998;39508998;39511680;39511680;39511680;39511680;39511680;39515088;39515088;39515088;39515088;39515088	39445892;39445929;39446081;39452141;39452141;39462560;39462560;39462560;39462560;39462560;39475215;39475215;39475215;39475215;39475215;39499915;39499915;39499915;39509027;39509027;39509027;39509027;39509027;39511809;39511809;39511809;39511809;39511809;39515504;39515504;39515506;39515506;39515506	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1328	0	1	1	14	6	1	11
MIR6508	NC_000021.9;NC_000021.9;NC_000021.9	39447010;39447014;39447046	39447069;39447034;39447067	+;+;+	60	0	0	0	0	0	0	0
MYL6P2	NC_000021.9	39488309	39488955	+	647	0	0	0	2	0	0	1
RPS26P4	NC_000021.9	39491476	39491918	-	443	0	0	0	0	0	0	0
JCADP1	NC_000021.9	39526359	39529810	+	3452	0	0	0	0	0	0	0
B3GALT5-AS1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	39597147;39605599;39609583;39609583;39612297;39612297	39597989;39606347;39609665;39609665;39612822;39612822	-;-;-;-;-;-	2201	0	0	0	1	0	0	0
B3GALT5	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	39612940;39612940;39642396;39642396;39646392;39646392;39657333;39657333;39657333;39657333;39657785;39657785;39659753;39659753;39659753;39659753;39659753;39659753;39659753;39660560;39660560;39660560;39660560;39660560;39660560;39660560;39660560	39613067;39613067;39642476;39642476;39646622;39646622;39657599;39657599;39657466;39657599;39657893;39657893;39659912;39659912;39659912;39659912;39659912;39659912;39659912;39673137;39673137;39673137;39673137;39673137;39673137;39673137;39673137	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13554	0	15	0	1	40	0	1
IGSF5	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	39632465;39725838;39726765;39745407;39746216;39765535;39765535;39770916;39770916;39779090;39779090;39788167;39788167;39792008;39792008;39793534;39793534;39801262;39801262	39632510;39726085;39727992;39745526;39746298;39765852;39765852;39771215;39771215;39779305;39779305;39788188;39788188;39792099;39792099;39793613;39793613;39802096;39802081	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3588	0	14	1	0	2	6	0
LOC107985499	NC_000021.9;NC_000021.9;NC_000021.9	39709822;39721293;39721919	39711194;39721393;39723903	-;-;-	3459	0	0	0	0	0	0	0
LOC107985500	NC_000021.9;NC_000021.9;NC_000021.9	39779204;39781590;39788409	39779288;39781665;39788489	-;-;-	242	0	0	0	0	0	0	0
PCP4	NC_000021.9;NC_000021.9;NC_000021.9	39867438;39898476;39928984	39867510;39898527;39929392	+;+;+	534	0	0	0	0	0	0	0
DSCAM	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	40010999;40010999;40010999;40010999;40042371;40042371;40042371;40042371;40044078;40044078;40044078;40044078;40051958;40051958;40051958;40051958;40055725;40055725;40055725;40055725;40062869;40062869;40062869;40062869;40075037;40075037;40075037;40075037;40078687;40078687;40078687;40078718;40080152;40080152;40080152;40080152;40083908;40083908;40083908;40083908;40085602;40085602;40085602;40085602;40087170;40087170;40087170;40087170;40093721;40093721;40093721;40093721;40124195;40124195;40124195;40124195;40133854;40133854;40133854;40133854;40142558;40142558;40142558;40142558;40144491;40144491;40144491;40144491;40167218;40167218;40167218;40167218;40178927;40178927;40178927;40178927;40187131;40187131;40187131;40187131;40187891;40187891;40187891;40187891;40189042;40189042;40189042;40189042;40276097;40276097;40276097;40276097;40296055;40296055;40296055;40296055;40312081;40312081;40312081;40312081;40338101;40338101;40338101;40338101;40339119;40339119;40339119;40339119;40347670;40347670;40347670;40347670;40353465;40353465;40353465;40353465;40369099;40369099;40369099;40369099;40692810;40692810;40692810;40708454;40708454;40708454;40846619;40846619;40846619	40013386;40013386;40013332;40013386;40042673;40042673;40042673;40042673;40044275;40044275;40044275;40044275;40052107;40052107;40052107;40052107;40055840;40055840;40055840;40055840;40062899;40062899;40062899;40062899;40075053;40075213;40075213;40075213;40078977;40078977;40078977;40078977;40080340;40080340;40080340;40080340;40084006;40084006;40084006;40084006;40085765;40085765;40085765;40085765;40087287;40087287;40087287;40087287;40093874;40093874;40093874;40093874;40124328;40124328;40124328;40124328;40134009;40134009;40134009;40134009;40142704;40142704;40142704;40142704;40144731;40144731;40144731;40144731;40167288;40167288;40167288;40167288;40179094;40179094;40179094;40179094;40187259;40187259;40187259;40187259;40187987;40187987;40187987;40187987;40189238;40189238;40189238;40189238;40276270;40276270;40276270;40276270;40296174;40296174;40296174;40296174;40312359;40312359;40312359;40312359;40338376;40338376;40338376;40338376;40339415;40339415;40339415;40339415;40347945;40347945;40347945;40347945;40353743;40353743;40353743;40353743;40369245;40369245;40369245;40369260;40692956;40692956;40692956;40708771;40708771;40708771;40847158;40847158;40847158	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8586	0	0	0	2	0	2	0
MIR4760	NC_000021.9;NC_000021.9;NC_000021.9	40212352;40212359;40212401	40212431;40212380;40212422	-;-;-	80	0	0	0	0	0	0	0
DSCAM-AS1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	40383083;40383083;40383083;40383084;40383506;40383652;40384579;40384579;40384579;40384579	40383584;40383455;40383455;40383408;40383584;40384138;40385358;40385358;40385358;40385358	+;+;+;+;+;+;+;+;+;+	1769	0	0	0	0	0	0	0
LOC105369294	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	40414757;40414757;40420711;40420711;40421123;40421123;40422142	40415702;40415702;40420944;40420944;40421548;40421364;40422411	+;+;+;+;+;+;+	1876	0	0	0	0	0	0	0
DSCAM-IT1	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	40618507;40621255;40629540;40630658	40618868;40621400;40629641;40630767	-;-;-;-	720	0	0	0	0	0	0	0
LINC00323	NC_000021.9;NC_000021.9	41141500;41147962	41143415;41148064	-;-	2019	2	11	8	15	0	17	7
LOC107985495	NC_000021.9;NC_000021.9;NC_000021.9	41148151;41151942;41152798	41150234;41152041;41153506	-;-;-	2893	6	5	24	2	2	14	45
MIR3197	NC_000021.9;NC_000021.9	41167557;41167564	41167629;41167586	+;+	73	0	0	2	0	0	0	0
BACE2	NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9;NC_000021.9	41168160;41168160;41168160;41210586;41226266;41226266;41226266;41226266;41237513;41237513;41237513;41237513;41241819;41241819;41241819;41241819;41243376;41243376;41243376;41243376;41245962;41245962;41245962;41245962;41250752;41250752;41250752;41257158;41257158;41257158;41275371;41275371;41275371;41275371	41168575;41168575;41168575;41211032;41226354;41226354;41226354;41226354;41237729;41237729;41237729;41237729;41241947;41241947;41241947;41241947;41243510;41243510;41243510;41243510;41246063;41246063;41246063;41246063;41250901;41250901;41250901;41257326;41257326;41257326;41275947;41282530;41282530;41282530	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9014	5867	3200	3745	10534	7041	7710	8819
PLAC4	NC_000021.9	41175231	41185239	-	10009	12	10	9	1	2	29	15
